Time (h) 2022-10-13T07.07.00.130;ambient temperature (°C) Flask A1;ambient humidity (%) Flask A1;ambient pressure (mBar) Flask A1;CO2 conc. (%) Flask A1;O2 conc. (%) Flask A1;;Time (h) 2022-10-13T07.07.01.278;ambient temperature (°C) Flask A2;ambient humidity (%) Flask A2;ambient pressure (mBar) Flask A2;CO2 conc. (%) Flask A2;O2 conc. (%) Flask A2;;Time (h) 2022-10-13T07.07.01.594;ambient temperature (°C) Flask A3;ambient humidity (%) Flask A3;ambient pressure (mBar) Flask A3;CO2 conc. (%) Flask A3;O2 conc. (%) Flask A3;;Time (h) 2022-10-13T07.07.01.396;ambient temperature (°C) Flask A4;ambient humidity (%) Flask A4;ambient pressure (mBar) Flask A4;CO2 conc. (%) Flask A4;O2 conc. (%) Flask A4;;
6.01351;43.76;24.50;1014.96;0.741;19.398;;6.01350;44.18;25.12;1015.78;0.759;19.436;;6.01353;43.65;25.66;1014.74;0.661;19.587;;6.01351;43.38;31.77;1015.49;0.653;19.608;;
6.01490;43.76;24.38;1014.98;0.743;19.398;;6.01489;44.18;25.10;1015.78;0.759;19.437;;6.01492;43.65;25.68;1014.76;0.662;19.587;;6.01490;43.38;31.72;1015.49;0.654;19.609;;
6.01629;43.77;24.35;1014.97;0.744;19.398;;6.01628;44.18;24.99;1015.78;0.760;19.437;;6.01630;43.65;25.74;1014.76;0.664;19.587;;6.01629;43.38;31.63;1015.49;0.655;19.611;;
6.01768;43.78;24.39;1014.99;0.746;19.398;;6.01767;44.18;25.06;1015.78;0.761;19.436;;6.01769;43.66;25.72;1014.76;0.664;19.587;;6.01768;43.38;31.61;1015.48;0.655;19.611;;
6.01907;43.79;24.36;1014.99;0.746;19.398;;6.01906;44.19;25.12;1015.77;0.761;19.437;;6.01908;43.66;25.62;1014.76;0.666;19.587;;6.01907;43.38;31.63;1015.47;0.656;19.613;;
6.02046;43.80;24.30;1014.96;0.746;19.400;;6.02045;44.19;25.01;1015.77;0.761;19.439;;6.02047;43.67;25.69;1014.76;0.665;19.588;;6.02046;43.38;31.56;1015.47;0.656;19.615;;
6.02185;43.81;24.39;1014.98;0.745;19.401;;6.02184;44.19;25.03;1015.78;0.760;19.440;;6.02186;43.68;25.61;1014.76;0.664;19.591;;6.02185;43.38;31.68;1015.48;0.655;19.616;;
6.02324;43.82;24.21;1014.98;0.743;19.403;;6.02322;44.19;25.10;1015.77;0.758;19.442;;6.02325;43.69;25.55;1014.76;0.664;19.592;;6.02324;43.39;31.71;1015.47;0.653;19.619;;
6.02463;43.83;24.19;1014.97;0.740;19.406;;6.02461;44.20;25.08;1015.76;0.757;19.445;;6.02464;43.70;25.57;1014.76;0.661;19.595;;6.02463;43.39;31.66;1015.47;0.652;19.622;;
6.02601;43.85;24.24;1014.97;0.738;19.409;;6.02600;44.21;25.15;1015.77;0.753;19.448;;6.02603;43.71;25.55;1014.75;0.658;19.598;;6.02601;43.40;31.49;1015.48;0.651;19.625;;
6.02740;43.86;24.28;1014.98;0.735;19.411;;6.02739;44.22;24.99;1015.78;0.751;19.451;;6.02742;43.72;25.46;1014.76;0.657;19.600;;6.02740;43.40;31.51;1015.50;0.648;19.627;;
6.02879;43.87;24.32;1014.96;0.733;19.414;;6.02878;44.22;24.97;1015.76;0.749;19.454;;6.02881;43.73;25.48;1014.75;0.656;19.603;;6.02879;43.40;31.61;1015.49;0.646;19.630;;
6.03018;43.89;24.18;1014.95;0.730;19.417;;6.03017;44.23;25.13;1015.76;0.746;19.457;;6.03019;43.74;25.48;1014.74;0.653;19.605;;6.03018;43.41;31.60;1015.49;0.644;19.633;;
6.03157;43.90;24.21;1014.93;0.728;19.420;;6.03156;44.23;25.02;1015.77;0.743;19.459;;6.03158;43.75;25.40;1014.74;0.650;19.608;;6.03157;43.41;31.57;1015.48;0.642;19.636;;
6.03296;43.91;24.20;1014.95;0.726;19.422;;6.03295;44.24;25.02;1015.78;0.740;19.463;;6.03297;43.76;25.42;1014.75;0.647;19.610;;6.03296;43.42;31.58;1015.50;0.639;19.639;;
6.03435;43.93;24.12;1014.98;0.723;19.424;;6.03434;44.25;25.08;1015.81;0.736;19.465;;6.03436;43.78;25.30;1014.76;0.645;19.613;;6.03435;43.42;31.63;1015.51;0.637;19.643;;
6.03574;43.94;24.12;1014.96;0.718;19.426;;6.03573;44.26;24.90;1015.80;0.734;19.467;;6.03575;43.79;25.18;1014.75;0.642;19.615;;6.03574;43.42;31.58;1015.50;0.634;19.645;;
6.03713;43.95;24.12;1014.97;0.715;19.429;;6.03712;44.26;24.85;1015.79;0.730;19.470;;6.03714;43.80;25.17;1014.74;0.640;19.618;;6.03713;43.43;31.56;1015.49;0.632;19.648;;
6.03852;43.97;24.15;1014.97;0.712;19.431;;6.03850;44.27;24.93;1015.80;0.727;19.473;;6.03853;43.81;25.16;1014.73;0.636;19.621;;6.03852;43.43;31.59;1015.49;0.630;19.651;;
6.03990;43.98;24.14;1014.97;0.709;19.434;;6.03989;44.28;24.98;1015.78;0.725;19.476;;6.03992;43.82;25.17;1014.73;0.633;19.624;;6.03990;43.43;31.62;1015.49;0.627;19.653;;
6.04129;44.00;24.14;1014.99;0.706;19.436;;6.04128;44.28;24.90;1015.77;0.722;19.479;;6.04131;43.83;25.06;1014.73;0.631;19.626;;6.04129;43.43;31.61;1015.48;0.625;19.657;;
6.04268;44.01;24.15;1014.98;0.703;19.438;;6.04267;44.29;24.98;1015.78;0.719;19.481;;6.04270;43.84;25.12;1014.73;0.628;19.629;;6.04268;43.44;31.60;1015.47;0.622;19.661;;
6.04407;44.03;24.09;1014.98;0.700;19.440;;6.04406;44.30;24.90;1015.78;0.715;19.484;;6.04409;43.85;25.08;1014.72;0.626;19.631;;6.04407;43.44;31.61;1015.48;0.620;19.662;;
6.04546;44.04;24.14;1014.97;0.697;19.443;;6.04545;44.31;25.00;1015.78;0.713;19.486;;6.04548;43.86;25.11;1014.73;0.623;19.633;;6.04546;43.45;31.62;1015.47;0.617;19.665;;
6.04685;44.05;24.07;1014.97;0.695;19.444;;6.04684;44.31;24.87;1015.79;0.710;19.488;;6.04686;43.88;25.08;1014.73;0.620;19.635;;6.04685;43.45;31.64;1015.48;0.615;19.668;;
6.04824;44.07;24.11;1014.98;0.692;19.447;;6.04823;44.32;25.00;1015.78;0.708;19.491;;6.04825;43.89;25.18;1014.75;0.617;19.637;;6.04824;43.45;31.53;1015.49;0.613;19.671;;
6.04963;44.08;24.08;1014.99;0.689;19.448;;6.04962;44.32;24.93;1015.79;0.705;19.490;;6.04964;43.89;25.14;1014.75;0.616;19.640;;6.04963;43.46;31.62;1015.48;0.610;19.674;;
6.05102;44.10;24.02;1015.00;0.687;19.450;;6.05101;44.33;25.00;1015.79;0.701;19.487;;6.05103;43.90;25.13;1014.74;0.612;19.641;;6.05102;43.47;31.67;1015.48;0.608;19.675;;
6.05241;44.11;24.02;1014.99;0.684;19.451;;6.05239;44.34;24.99;1015.77;0.697;19.489;;6.05242;43.92;24.97;1014.75;0.610;19.640;;6.05241;43.47;31.61;1015.49;0.605;19.677;;
6.05380;44.12;24.08;1015.00;0.680;19.448;;6.05378;44.34;25.07;1015.75;0.694;19.491;;6.05381;43.93;25.01;1014.74;0.606;19.640;;6.05380;43.47;31.58;1015.46;0.603;19.678;;
6.05518;44.13;24.00;1015.01;0.677;19.449;;6.05517;44.35;25.17;1015.78;0.692;19.491;;6.05520;43.93;24.97;1014.76;0.603;19.640;;6.05518;43.47;31.60;1015.47;0.600;19.679;;
6.05657;44.13;24.08;1015.02;0.674;19.451;;6.05656;44.35;25.08;1015.78;0.690;19.491;;6.05659;43.94;25.03;1014.76;0.600;19.640;;6.05657;43.47;31.63;1015.49;0.597;19.680;;
6.05796;44.13;24.00;1015.01;0.672;19.452;;6.05795;44.35;25.20;1015.78;0.688;19.490;;6.05798;43.94;25.09;1014.74;0.598;19.638;;6.05796;43.48;31.69;1015.47;0.595;19.679;;
6.05935;44.14;24.07;1014.99;0.670;19.451;;6.05934;44.36;25.17;1015.79;0.688;19.488;;6.05937;43.94;25.05;1014.76;0.596;19.636;;6.05935;43.48;31.70;1015.48;0.594;19.678;;
6.06074;44.13;24.05;1014.99;0.670;19.450;;6.06073;44.36;25.15;1015.77;0.688;19.487;;6.06075;43.94;25.15;1014.76;0.595;19.635;;6.06074;43.48;31.68;1015.47;0.593;19.677;;
6.06213;44.13;24.09;1014.99;0.669;19.448;;6.06212;44.36;25.10;1015.78;0.688;19.485;;6.06214;43.94;25.05;1014.77;0.595;19.633;;6.06213;43.48;31.68;1015.48;0.592;19.675;;
6.06352;44.13;24.11;1015.00;0.669;19.447;;6.06351;44.36;25.14;1015.77;0.689;19.483;;6.06353;43.95;24.98;1014.75;0.595;19.631;;6.06352;43.48;31.71;1015.47;0.593;19.674;;
6.06491;44.13;24.01;1014.98;0.669;19.446;;6.06490;44.36;25.07;1015.77;0.689;19.481;;6.06492;43.95;25.06;1014.75;0.595;19.630;;6.06491;43.48;31.69;1015.47;0.593;19.673;;
6.06630;44.12;24.06;1014.98;0.669;19.445;;6.06629;44.36;25.07;1015.76;0.689;19.480;;6.06631;43.95;24.93;1014.76;0.595;19.628;;6.06630;43.48;31.72;1015.47;0.593;19.671;;
6.06769;44.12;24.10;1014.99;0.670;19.442;;6.06767;44.36;25.21;1015.77;0.689;19.479;;6.06770;43.94;24.95;1014.75;0.596;19.627;;6.06769;43.48;31.58;1015.46;0.593;19.671;;
6.06908;44.11;24.08;1014.99;0.670;19.441;;6.06906;44.36;25.14;1015.76;0.690;19.477;;6.06909;43.94;25.08;1014.76;0.597;19.626;;6.06908;43.48;31.70;1015.46;0.594;19.670;;
6.07046;44.11;24.22;1014.98;0.670;19.439;;6.07045;44.36;25.10;1015.77;0.690;19.474;;6.07048;43.93;25.22;1014.75;0.597;19.625;;6.07046;43.48;31.70;1015.46;0.595;19.669;;
6.07185;44.11;24.15;1014.99;0.671;19.438;;6.07184;44.36;25.25;1015.78;0.692;19.473;;6.07187;43.93;25.17;1014.76;0.598;19.625;;6.07185;43.48;31.71;1015.47;0.595;19.667;;
6.07324;44.10;24.15;1015.00;0.672;19.436;;6.07323;44.36;25.10;1015.77;0.693;19.470;;6.07326;43.93;25.22;1014.75;0.598;19.624;;6.07324;43.47;31.72;1015.49;0.596;19.666;;
6.07463;44.10;24.23;1014.99;0.672;19.435;;6.07462;44.36;25.28;1015.77;0.694;19.469;;6.07465;43.93;25.13;1014.77;0.598;19.622;;6.07463;43.47;31.73;1015.49;0.597;19.664;;
6.07602;44.09;24.18;1014.98;0.672;19.434;;6.07601;44.37;25.19;1015.77;0.694;19.468;;6.07603;43.93;25.18;1014.76;0.599;19.621;;6.07602;43.47;31.68;1015.48;0.597;19.663;;
6.07741;44.09;24.13;1014.97;0.674;19.434;;6.07740;44.36;25.16;1015.75;0.696;19.466;;6.07742;43.92;25.21;1014.74;0.600;19.620;;6.07741;43.47;31.56;1015.46;0.598;19.663;;
6.07880;44.08;24.26;1014.95;0.675;19.432;;6.07879;44.36;25.27;1015.74;0.696;19.465;;6.07881;43.92;25.35;1014.75;0.601;19.619;;6.07880;43.48;31.65;1015.46;0.599;19.661;;
6.08019;44.08;24.25;1014.98;0.675;19.430;;6.08018;44.36;25.24;1015.76;0.697;19.464;;6.08020;43.92;25.38;1014.75;0.602;19.619;;6.08019;43.47;31.72;1015.48;0.600;19.660;;
6.08158;44.07;24.20;1014.96;0.678;19.431;;6.08157;44.36;25.21;1015.77;0.697;19.462;;6.08159;43.92;25.27;1014.77;0.603;19.617;;6.08158;43.48;31.73;1015.50;0.600;19.658;;
6.08297;44.07;24.18;1014.97;0.678;19.429;;6.08295;44.36;25.30;1015.76;0.698;19.461;;6.08298;43.91;25.29;1014.77;0.604;19.617;;6.08297;43.47;31.78;1015.48;0.601;19.659;;
6.08435;44.07;24.23;1014.96;0.678;19.430;;6.08434;44.36;25.33;1015.76;0.699;19.459;;6.08437;43.91;25.37;1014.76;0.604;19.616;;6.08435;43.47;31.81;1015.48;0.602;19.658;;
6.08574;44.06;24.24;1014.95;0.679;19.428;;6.08573;44.36;25.20;1015.76;0.699;19.458;;6.08576;43.91;25.38;1014.76;0.605;19.615;;6.08574;43.47;31.81;1015.48;0.602;19.657;;
6.08713;44.06;24.18;1014.95;0.680;19.429;;6.08712;44.36;25.18;1015.74;0.700;19.457;;6.08715;43.91;25.37;1014.74;0.606;19.615;;6.08713;43.47;31.84;1015.46;0.603;19.656;;
6.08852;44.05;24.29;1014.95;0.681;19.427;;6.08851;44.36;25.22;1015.76;0.702;19.456;;6.08854;43.90;25.30;1014.75;0.606;19.614;;6.08852;43.47;31.72;1015.48;0.604;19.654;;
6.08991;44.04;24.11;1014.97;0.681;19.426;;6.08990;44.36;25.15;1015.76;0.702;19.455;;6.08993;43.90;25.19;1014.74;0.599;19.625;;6.08991;43.47;31.42;1015.47;0.604;19.654;;
6.09130;44.04;23.96;1014.95;0.682;19.426;;6.09129;44.36;24.87;1015.80;0.702;19.453;;6.09131;43.89;24.90;1014.81;0.532;19.828;;6.09130;43.47;31.06;1015.53;0.574;19.689;;
6.09269;44.03;23.69;1015.06;0.683;19.425;;6.09268;44.36;24.52;1015.82;0.704;19.455;;6.09270;43.89;24.78;1014.81;0.437;20.074;;6.09269;43.46;30.79;1015.54;0.474;19.915;;
6.09408;44.02;23.32;1014.98;0.683;19.428;;6.09407;44.35;24.30;1015.77;0.704;19.456;;6.09409;43.88;24.42;1014.74;0.352;20.226;;6.09408;43.45;30.58;1015.48;0.371;20.087;;
6.09547;44.02;22.99;1014.98;0.682;19.431;;6.09546;44.35;24.04;1015.77;0.703;19.458;;6.09548;43.88;24.15;1014.75;0.300;20.340;;6.09547;43.45;30.21;1015.47;0.302;20.206;;
6.09686;44.01;22.73;1014.98;0.682;19.436;;6.09684;44.35;23.69;1015.76;0.702;19.464;;6.09687;43.87;23.81;1014.74;0.244;20.428;;6.09686;43.44;29.90;1015.46;0.238;20.306;;
6.09825;44.00;22.53;1014.98;0.682;19.441;;6.09823;44.34;23.39;1015.76;0.700;19.469;;6.09826;43.87;23.72;1014.73;0.201;20.496;;6.09825;43.44;29.77;1015.46;0.190;20.393;;
6.09964;44.00;22.23;1014.97;0.682;19.444;;6.09962;44.33;23.24;1015.76;0.699;19.470;;6.09965;43.86;23.50;1014.72;0.167;20.551;;6.09963;43.44;29.51;1015.46;0.154;20.462;;
6.10102;43.99;22.05;1014.98;0.681;19.446;;6.10101;44.33;22.94;1015.77;0.700;19.471;;6.10104;43.86;23.24;1014.73;0.140;20.595;;6.10102;43.43;29.15;1015.47;0.128;20.521;;
6.10241;43.99;21.89;1014.97;0.680;19.448;;6.10240;44.33;22.86;1015.76;0.700;19.472;;6.10243;43.86;22.98;1014.72;0.119;20.631;;6.10241;43.43;29.04;1015.47;0.107;20.569;;
6.10380;43.98;21.75;1014.98;0.681;19.449;;6.10379;44.33;22.62;1015.77;0.701;19.470;;6.10382;43.86;22.88;1014.72;0.102;20.662;;6.10380;43.43;28.83;1015.46;0.091;20.610;;
6.10519;43.98;21.61;1014.97;0.681;19.448;;6.10518;44.33;22.54;1015.75;0.702;19.470;;6.10520;43.86;22.57;1014.72;0.089;20.686;;6.10519;43.43;28.66;1015.47;0.080;20.644;;
6.10658;43.98;21.45;1014.97;0.682;19.447;;6.10657;44.33;22.23;1015.75;0.703;19.468;;6.10659;43.86;22.45;1014.72;0.079;20.708;;6.10658;43.43;28.45;1015.46;0.071;20.673;;
6.10797;43.98;21.24;1014.94;0.682;19.446;;6.10796;44.33;22.12;1015.73;0.704;19.467;;6.10798;43.85;22.25;1014.70;0.071;20.726;;6.10797;43.43;28.26;1015.43;0.065;20.700;;
6.10936;43.97;21.09;1014.96;0.683;19.443;;6.10935;44.33;22.10;1015.75;0.705;19.464;;6.10937;43.85;22.19;1014.72;0.065;20.743;;6.10936;43.43;27.95;1015.47;0.059;20.721;;
6.11075;43.97;21.08;1014.96;0.683;19.442;;6.11074;44.33;21.86;1015.75;0.706;19.461;;6.11076;43.85;22.02;1014.72;0.060;20.757;;6.11075;43.43;27.74;1015.46;0.056;20.741;;
6.11214;43.96;20.92;1014.96;0.683;19.439;;6.11212;44.32;21.72;1015.75;0.706;19.459;;6.11215;43.84;21.70;1014.73;0.057;20.772;;6.11214;43.42;27.64;1015.46;0.054;20.757;;
6.11352;43.96;20.74;1014.96;0.685;19.439;;6.11351;44.32;21.40;1015.76;0.706;19.459;;6.11354;43.84;21.59;1014.73;0.056;20.786;;6.11353;43.42;27.44;1015.47;0.051;20.778;;
6.11491;43.95;20.64;1014.97;0.685;19.439;;6.11490;44.32;21.19;1015.76;0.706;19.459;;6.11493;43.84;21.43;1014.73;0.091;20.654;;6.11491;43.41;27.26;1015.46;0.052;20.799;;
6.11630;43.95;20.47;1014.98;0.685;19.441;;6.11629;44.31;21.12;1015.76;0.706;19.463;;6.11632;43.83;21.14;1014.73;0.164;20.363;;6.11630;43.41;27.14;1015.46;0.097;20.728;;
6.11769;43.94;20.16;1015.02;0.684;19.446;;6.11768;44.31;20.96;1015.83;0.704;19.467;;6.11771;43.83;21.13;1014.83;0.238;20.213;;6.11769;43.40;26.92;1015.54;0.186;20.508;;
6.11908;43.93;20.09;1015.03;0.681;19.455;;6.11907;44.31;20.79;1015.81;0.702;19.475;;6.11910;43.82;20.98;1014.78;0.301;20.140;;6.11908;43.39;26.82;1015.51;0.274;20.352;;
6.12047;43.93;19.74;1014.99;0.679;19.462;;6.12046;44.30;20.72;1015.77;0.701;19.481;;6.12049;43.81;20.95;1014.74;0.332;20.093;;6.12047;43.38;26.78;1015.48;0.330;20.260;;
6.12186;43.92;19.60;1014.98;0.677;19.470;;6.12185;44.30;20.33;1015.77;0.700;19.487;;6.12187;43.81;20.80;1014.73;0.372;20.057;;6.12186;43.38;26.65;1015.47;0.384;20.199;;
6.12325;43.91;19.52;1014.96;0.676;19.479;;6.12324;44.29;20.22;1015.78;0.698;19.494;;6.12326;43.80;20.67;1014.73;0.404;20.024;;6.12325;43.37;26.48;1015.47;0.424;20.155;;
6.12464;43.91;19.36;1014.96;0.676;19.484;;6.12463;44.29;19.98;1015.76;0.697;19.500;;6.12465;43.79;20.49;1014.73;0.431;19.996;;6.12464;43.36;26.38;1015.46;0.454;20.117;;
6.12602;43.90;19.32;1014.94;0.676;19.487;;6.12602;44.28;20.12;1015.77;0.698;19.502;;6.12604;43.79;20.30;1014.74;0.453;19.972;;6.12603;43.36;26.22;1015.44;0.478;20.084;;
6.12741;43.89;19.30;1014.96;0.676;19.488;;6.12740;44.28;20.15;1015.78;0.699;19.502;;6.12743;43.78;20.18;1014.73;0.470;19.950;;6.12742;43.35;26.12;1015.46;0.495;20.054;;
6.12880;43.89;19.23;1014.94;0.677;19.490;;6.12879;44.28;20.01;1015.76;0.700;19.504;;6.12882;43.78;20.15;1014.73;0.484;19.930;;6.12881;43.35;25.94;1015.44;0.509;20.028;;
6.13019;43.88;19.02;1014.94;0.678;19.491;;6.13018;44.27;19.88;1015.76;0.701;19.503;;6.13021;43.77;20.05;1014.73;0.495;19.911;;6.13019;43.35;25.63;1015.44;0.520;20.004;;
6.13158;43.88;19.02;1014.95;0.679;19.489;;6.13157;44.27;19.90;1015.75;0.701;19.502;;6.13160;43.77;19.97;1014.73;0.504;19.893;;6.13158;43.34;25.82;1015.44;0.529;19.982;;
6.13297;43.88;18.89;1014.94;0.680;19.488;;6.13296;44.28;19.80;1015.76;0.703;19.499;;6.13299;43.77;19.91;1014.72;0.512;19.876;;6.13297;43.34;25.71;1015.43;0.536;19.962;;
6.13436;43.88;18.92;1014.94;0.680;19.486;;6.13435;44.27;19.74;1015.75;0.703;19.497;;6.13438;43.76;19.78;1014.73;0.519;19.861;;6.13436;43.34;25.57;1015.43;0.541;19.943;;
6.13575;43.88;18.73;1014.91;0.681;19.484;;6.13574;44.27;19.55;1015.74;0.704;19.495;;6.13577;43.77;19.61;1014.70;0.523;19.847;;6.13575;43.34;25.45;1015.42;0.546;19.926;;
6.13714;43.88;18.75;1014.94;0.682;19.481;;6.13713;44.27;19.38;1015.76;0.705;19.491;;6.13715;43.76;19.51;1014.73;0.527;19.834;;6.13714;43.34;25.33;1015.44;0.549;19.909;;
6.13852;43.87;18.59;1014.94;0.684;19.477;;6.13852;44.27;19.31;1015.76;0.706;19.489;;6.13854;43.76;19.52;1014.73;0.531;19.823;;6.13853;43.33;25.33;1015.45;0.553;19.897;;
6.13991;43.87;18.61;1014.93;0.685;19.474;;6.13991;44.26;19.17;1015.76;0.707;19.485;;6.13993;43.76;19.45;1014.74;0.534;19.812;;6.13992;43.33;25.16;1015.45;0.555;19.885;;
6.14130;43.87;18.61;1014.94;0.686;19.471;;6.14130;44.26;19.13;1015.75;0.709;19.483;;6.14132;43.75;19.35;1014.73;0.538;19.803;;6.14131;43.33;25.16;1015.44;0.558;19.876;;
6.14269;43.87;18.60;1014.94;0.687;19.468;;6.14268;44.26;19.19;1015.75;0.710;19.479;;6.14271;43.76;19.32;1014.73;0.540;19.795;;6.14270;43.33;25.17;1015.44;0.560;19.869;;
6.14408;43.86;18.51;1014.94;0.688;19.465;;6.14407;44.26;19.06;1015.75;0.710;19.477;;6.14410;43.75;19.34;1014.74;0.543;19.787;;6.14409;43.33;25.09;1015.44;0.562;19.865;;
6.14547;43.86;18.50;1014.94;0.689;19.462;;6.14546;44.26;19.11;1015.76;0.711;19.474;;6.14549;43.75;19.25;1014.73;0.545;19.779;;6.14547;43.33;25.14;1015.44;0.563;19.861;;
6.14686;43.86;18.26;1014.94;0.690;19.460;;6.14685;44.26;19.16;1015.75;0.712;19.472;;6.14688;43.75;19.24;1014.72;0.547;19.773;;6.14686;43.33;25.07;1015.44;0.565;19.859;;
6.14825;43.86;18.15;1014.93;0.691;19.457;;6.14824;44.26;19.09;1015.75;0.713;19.470;;6.14827;43.75;19.24;1014.73;0.550;19.767;;6.14825;43.33;25.03;1015.44;0.567;19.856;;
6.14964;43.86;18.14;1014.93;0.692;19.455;;6.14963;44.26;18.99;1015.74;0.713;19.468;;6.14966;43.75;19.13;1014.72;0.552;19.760;;6.14964;43.33;25.08;1015.43;0.568;19.854;;
6.15102;43.86;18.00;1014.93;0.692;19.452;;6.15102;44.26;18.88;1015.75;0.714;19.466;;6.15104;43.75;19.11;1014.74;0.554;19.754;;6.15103;43.33;25.00;1015.42;0.570;19.851;;
6.15241;43.86;18.08;1014.93;0.694;19.450;;6.15241;44.25;18.93;1015.74;0.716;19.463;;6.15243;43.75;19.12;1014.73;0.555;19.749;;6.15242;43.33;24.95;1015.43;0.571;19.849;;
6.15380;43.85;18.08;1014.93;0.695;19.447;;6.15380;44.25;18.92;1015.74;0.717;19.462;;6.15382;43.75;19.10;1014.73;0.556;19.745;;6.15381;43.33;24.95;1015.43;0.572;19.846;;
6.15519;43.85;18.16;1014.94;0.695;19.444;;6.15519;44.25;18.76;1015.74;0.718;19.460;;6.15521;43.74;19.00;1014.74;0.557;19.740;;6.15520;43.33;24.92;1015.43;0.574;19.843;;
6.15658;43.85;18.04;1014.92;0.696;19.442;;6.15658;44.26;18.75;1015.74;0.718;19.457;;6.15660;43.74;18.98;1014.73;0.559;19.736;;6.15659;43.33;24.70;1015.43;0.574;19.842;;
6.15797;43.85;18.05;1014.93;0.697;19.439;;6.15796;44.25;18.82;1015.74;0.720;19.456;;6.15799;43.74;18.95;1014.73;0.560;19.733;;6.15798;43.33;24.89;1015.44;0.576;19.839;;
6.15936;43.85;18.03;1014.92;0.697;19.437;;6.15935;44.25;18.81;1015.74;0.720;19.454;;6.15938;43.75;18.98;1014.72;0.561;19.730;;6.15936;43.33;24.83;1015.42;0.577;19.837;;
6.16075;43.86;18.08;1014.93;0.699;19.435;;6.16074;44.25;18.87;1015.75;0.721;19.451;;6.16077;43.74;18.94;1014.72;0.562;19.727;;6.16075;43.34;24.80;1015.41;0.579;19.835;;
6.16214;43.85;17.96;1014.91;0.700;19.433;;6.16213;44.25;18.72;1015.73;0.721;19.450;;6.16216;43.74;18.93;1014.71;0.564;19.725;;6.16214;43.34;24.76;1015.41;0.579;19.832;;
6.16352;43.85;17.91;1014.90;0.700;19.431;;6.16352;44.25;18.75;1015.74;0.722;19.448;;6.16355;43.75;19.00;1014.71;0.565;19.722;;6.16353;43.34;24.71;1015.41;0.580;19.830;;
6.16491;43.85;17.97;1014.90;0.699;19.429;;6.16491;44.25;18.71;1015.74;0.723;19.447;;6.16494;43.74;18.97;1014.73;0.567;19.723;;6.16492;43.34;24.74;1015.43;0.581;19.828;;
6.16630;43.85;17.82;1014.91;0.701;19.427;;6.16630;44.25;18.75;1015.72;0.724;19.445;;6.16632;43.74;18.84;1014.72;0.569;19.725;;6.16631;43.34;24.75;1015.42;0.583;19.826;;
6.16769;43.85;17.79;1014.92;0.702;19.424;;6.16769;44.25;18.66;1015.73;0.725;19.443;;6.16771;43.74;18.85;1014.73;0.569;19.726;;6.16770;43.34;24.73;1015.43;0.584;19.823;;
6.16908;43.85;17.76;1014.93;0.704;19.422;;6.16908;44.25;18.65;1015.73;0.725;19.442;;6.16910;43.74;18.84;1014.72;0.571;19.729;;6.16909;43.34;24.56;1015.42;0.585;19.822;;
6.17047;43.85;17.72;1014.91;0.705;19.420;;6.17047;44.25;18.68;1015.72;0.726;19.440;;6.17049;43.74;18.88;1014.70;0.572;19.729;;6.17048;43.34;24.70;1015.40;0.586;19.820;;
6.17186;43.85;17.94;1014.92;0.705;19.419;;6.17185;44.25;18.63;1015.73;0.726;19.438;;6.17188;43.75;18.87;1014.71;0.573;19.730;;6.17187;43.34;24.70;1015.42;0.588;19.817;;
6.17325;43.85;17.81;1014.92;0.705;19.416;;6.17324;44.25;18.70;1015.74;0.727;19.436;;6.17327;43.75;18.89;1014.71;0.574;19.731;;6.17326;43.34;24.73;1015.43;0.588;19.816;;
6.17464;43.85;17.78;1014.92;0.705;19.415;;6.17463;44.25;18.73;1015.73;0.728;19.435;;6.17466;43.75;18.89;1014.72;0.575;19.731;;6.17464;43.35;24.64;1015.43;0.589;19.813;;
6.17602;43.85;17.86;1014.94;0.707;19.413;;6.17602;44.25;18.75;1015.73;0.729;19.434;;6.17605;43.75;18.80;1014.71;0.576;19.732;;6.17603;43.35;24.69;1015.42;0.590;19.811;;
6.17741;43.85;17.75;1014.93;0.709;19.411;;6.17741;44.25;18.67;1015.73;0.730;19.432;;6.17744;43.75;18.84;1014.71;0.577;19.732;;6.17742;43.35;24.67;1015.44;0.591;19.808;;
6.17880;43.85;17.87;1014.92;0.708;19.410;;6.17880;44.24;18.54;1015.73;0.730;19.432;;6.17883;43.75;18.89;1014.70;0.578;19.732;;6.17881;43.35;24.65;1015.43;0.592;19.807;;
6.18019;43.85;17.86;1014.92;0.709;19.408;;6.18019;44.25;18.58;1015.74;0.731;19.431;;6.18022;43.75;18.95;1014.71;0.580;19.732;;6.18020;43.35;24.52;1015.42;0.592;19.804;;
6.18158;43.84;17.86;1014.93;0.710;19.406;;6.18158;44.25;18.56;1015.74;0.732;19.429;;6.18160;43.75;18.97;1014.72;0.582;19.731;;6.18159;43.35;24.52;1015.42;0.593;19.803;;
6.18297;43.84;17.85;1014.92;0.710;19.405;;6.18297;44.25;18.67;1015.75;0.733;19.428;;6.18299;43.75;18.86;1014.70;0.582;19.731;;6.18298;43.35;24.70;1015.43;0.594;19.800;;
6.18436;43.84;17.82;1014.92;0.711;19.403;;6.18436;44.25;18.64;1015.75;0.734;19.426;;6.18438;43.75;18.92;1014.72;0.583;19.730;;6.18437;43.36;24.68;1015.43;0.595;19.799;;
